#,Applicant Name,Discipline ,Allocation,Mailing Address,MA Part 2,Mail City,Mail State,Mail Zip,Fiscal Year
843,"Los Angeles Forum for Architecture and Urban Design, The",Visual/Design,"4,470 ",P.O. Box 291774,,Los Angeles,CA,90029,2013-14
844,Los Angeles Jazz Society,Music,"7,600 ",5903 Noble Avenue,,Van Nuys,CA,91411,2013-14
845,Los Angeles Jewish Symphony,Music,"5,700 ",17455 La Cuesta Lane,,Encino,CA,91316-3900,2013-14
846,Los Angeles Master Chorale Association,Music,"40,850 ",135 N. Grand Avenue,,Los Angeles,CA,90012-3013,2013-14
847,Los Angeles Municipal Art Gallery Associates,Community Advancement,"2,850 ",4800 Hollywood Boulevard,,Los Angeles,CA,90027,2013-14
848,Los Angeles Nomadic Division,Multi-disciplinary,"4,750 ",8033 Sunset Blvd.,#455,Los Angeles,CA,90046,2013-14
849,Los Angeles Opera Company,Music,"14,250 ",135 N. Grand Avenue,,Los Angeles,CA,90012,2013-14
850,Los Angeles Philharmonic Association,Music,"47,000 ",151 S. Grand Avenue,,Los Angeles,CA,90012,2013-14
851,Los Angeles Poverty Department,Theatre,"6,650 ",POB 26190,,Los Angeles,CA,90026-0190,2013-14
852,Los Angeles Poverty Department,Theatre,"8,550 ",POB 26190,,Los Angeles,CA,90026-0190,2013-14
853,Los Angeles Printmaking Society Foundation,Visual/Design,"1,900 ",9626 Montemar Drive,,Los Angeles,CA,90035,2013-14
854,Los Angeles Student Media Film Festival,Media,"10,000 ",,,Los Angeles,CA,,2013-14
855,Los Angeles Womens Theatre Festival,Multi-disciplinary,"4,750 ",11411 Cumpston Street,#204,North Hollywood,CA,91604,2013-14
856,Lula Washington Contemporary Dance Foundation,Dance,"9,500 ",3773 Crenshaw Boulevard,,Los Angeles,CA,90016,2013-14
857,Main Street Canoga Park,Festivals/Parades,"5,200 ",7022 Middlesbury St,,West Hills,CA,91307,2013-14
858,Mariachi Plaza Festival Foundation,Festivals/Parades,"5,700 ",5271 E. Beverly Blvd,,Los Angeles,CA,90022,2013-14
859,Metropolitan Master Chorale,Music,"4,750 ",P.O. Box 481318,,Los Angeles,CA,90048,2013-14
860,Monday Evening Concerts,Music,"4,750 ",3710 S. Robertson Boulevard,Suite 200,Culver City,CA,90232,2013-14
861,"Mural Conservancy, The",Culture/History,"11,590 ",155 W. Washington Blvd,Ste G1,Los Angeles,CA,90015,2013-14
862,Museum Associates,Visual/Design,"19,000 ",5905 Wilshire Boulevard,,Los Angeles,CA,90036,2013-14
863,Museum of Contemporary Art Los Angeles,Visual/Design,"14,250 ",250 S. Grand Avenue,,Los Angeles,CA,90012,2013-14
864,Museum of Jurassic Technology,Visual/Design,"4,750 ",9341 Venice Boulevard,,Los Angeles,CA,90232,2013-14
865,Museum of Latin American Art,Visual/Design,"13,110 ",628 Alamitos Avenue,,Long Beach,CA,90802,2013-14
866,"Music Circle, The",Traditional/Folk,"6,180 ",625 S. Madison Avenue,,Pasadena,CA,91106,2013-14
867,MUSYCA,Music,"3,800 ",10110 Melinda Wat,#5,Northridge,CA,91325,2013-14
868,"National Latino Arts, Education & Media Institute",Business Management & Arts Advocacy,"8,500 ",1642 Westwood,302,Los Angeles,CA,90024,2013-14
869,Network of Ensemble Theaters,Business Management & Arts Advocacy,"3,800 ",1709 N. Avenue 56,,Los Angeles,CA,90042,2013-14
870,NewTown Pasadena Foundation,Multi-disciplinary,"2,380 ",2259 Country Club Drive,,Altadena,CA,91001,2013-14
871,"Odyssey Theatre Foundation, The",Theatre,"9,500 ",2055 S. Sepulveda Boulevard,,Los Angeles,CA,90025,2013-14
872,Otis Art Institute,Visual/Design,"11,400 ",9045 Lincoln Boulevard,,Los Angeles,CA,90045,2013-14
873,Outfest,Media,"24,700 ",3470 Wilshire Blvd,Suite 935,Los Angeles,CA,90010,2013-14
874,P.S. Arts,Multi-disciplinary,"5,120 ",1728 Abbott Kinney Blvd,Ste 101,Venice,CA,90291,2013-14
875,Pacific Serenades,Music,"3,800 ",1201 W. 5th Street,Suite F-240,Los Angeles,CA,90017,2013-14
876,Pacoima Chamber of Commerce,Festivals/Parades,"7,130 ",13172 Van Nuys Blvd,Suite #2,Pacoima,CA,91331,2013-14
877,PEN Center USA West,Literature,"10,070 ",P.O. Box 6037,,Beverly Hills,CA,90212,2013-14
878,Performing Arts Center Los Angeles County,Multi-disciplinary,"33,250 ",135 N. Grand Avenue,,Los Angeles,CA,90012,2013-14
879,Piano Spheres,Music,"4,750 ",3001 Maxwell Street,,Los Angeles,CA,90027,2013-14
880,Piece By Piece,Visual/Design,"8,530 ",1317 E. 7th St,,Los Angeles,CA,90021,2013-14
881,Plaza de la Raza,Multi-disciplinary,"3,800 ",3540 N. Mission Road,,Los Angeles,CA,90031-3135,2013-14
882,Polish American Film Society,Media,"5,130 ",7726 Ethel Avenue,,North Hollywood,CA,91605,2013-14
883,Project X Foundation for Art & Criticism,Visual/Design,"5,040 ",PO Box 41-437,,Los Angeles,CA,90041,2013-14
884,Rachel Rosenthal Company,Multi-disciplinary,"4,750 ",,,Los Angeles,CA,,2013-14
885,Rampart Theater Project Inc,Theatre,"6,460 ",2220 W Beverly Boulevard,,Los Angeles,CA,90057,2013-14
886,Rangoli Foundation for Art and Culture,Dance,"4,750 ",14748 Morrison Street,,Sherman Oaks,CA,91403,2013-14
887,Razorcake/Gorsky Press Inc,Multi-disciplinary,"6,650 ",P.O. Box 42129,,Los Angeles,CA,90042-0129,2013-14
888,Red Hen Press Inc,Literature,"2,570 ",P.O. Box 40820,,Pasadena,CA,91114,2013-14
889,Regional Organization of Oaxaca,Festivals/Parades,"8,080 ",5120 N. St. Malo Ave,,Covina,CA,91722,2013-14
890,Rhapsody in Taps Incorporated,Dance,"6,650 ",4812 Matney Avenue,,Long Beach,CA,90807-1228,2013-14
891,Rogue Artists Ensemble,Theatre,"6,460 ",10335 Almayo Avenue,#4,Los Angeles,CA,90064,2013-14
892,Ryman Carroll Foundation,Visual/Design,"5,700 ",315 W. 9th Street,Suite 806,Los Angeles,CA,90015,2013-14
893,San Fernando Valley Youth Chorus,Music,"4,280 ",22700 Sherman Way,,Canoga Park,CA,91307,2013-14
894,San Pedro City Ballet,Dance,"3,800 ",1231 Pacific Avenue,,San Pedro,CA,90731,2013-14
895,Santa Cecilia Opera and Orchestra Association,Music,"9,500 ",2759 W. Broadway,,Los Angeles,CA,90041,2013-14
896,Saturday Night Bath Concert Fund,Music,"1,430 ",4558 West 153rd Place,,Lawndale,CA,90260-1613,2013-14
897,"Self-Help Graphics and Arts, Inc.",Visual/Design,"6,840 ",1300 East First St,,Boyle Heights,CA,90033,2013-14
898,Shakespeare by the Sea,Theatre,"4,280 ",777 Center Street,,San Pedro,CA,90731,2013-14
899,"Shakespeare Center of Los Angeles, Inc., The",Theatre,"13,300 ",1238 W. 1st Street,,Los Angeles,CA,90026,2013-14
900,Show Box LA,Dance,"5,700 ",1060 S. Ogden Dr.,#2,Los Angeles,CA,90019,2013-14
901,SINERGIA Theatre Group-Grupo de Teatro SINERGIA,Theatre,"7,600 ",2332 W. 4th Street,,Los Angeles,CA,90057-2702,2013-14
902,Skirball Cultural Center,Music,"13,300 ",2701 N. Sepulveda Boulevard,,Los Angeles,CA,90049,2013-14
903,Social and Public Art Resource Center,Visual/Design,"6,500 ",685 Venice Blvd,,Venice,CA,90291,2013-14
904,Society for the Activation of Social Space through Art and Sound,Music,"3,800 ",P.O. Box 411453,,Los Angeles,CA,90041,2013-14
905,Son of Semele Ensemble Inc,Theatre,"5,700 ",3301 Beverly Boulevard,,Los Angeles,CA,90004,2013-14
906,"South Bay Chamber Music Society, Inc.",Music,"3,800 ",Box 2313,,Palos Verdes Peninsula,CA,90274,2013-14
907,South East European Film Festival,Media ,"3,330 ",7119 Sunset Blvd,Unit 306,Los Angeles,CA,90046,2013-14
908,South El Monte Arts Posse,Multi-disciplinary,"9,200 ",10423 Weaver Ave,,South El Monte,CA,91733,2013-14
909,Southern California Asian American Studies Central,Media,"11,880 ",120 Judge John Aiso Street,,Los Angeles,CA,90012,2013-14
910,Southern California Center for Non-Profit Management,Business Management & Arts Advocacy,"10,000 ",1000 N. Alameda Street,Suite 250,Los Angeles,CA,90012,2013-14
911,Southern California Center for Non-Profit Management,Business Management & Arts Advocacy,"22,000 ",1000 N. Alameda Street,Suite 250,Los Angeles,CA,90012,2013-14
912,Southern California Institute of Architecture,Visual/Design,"19,480 ",960 E. 3rd Street,,Los Angeles,CA,90013,2013-14
913,Southern California Public Radio,Media,"16,150 ",261 S. Figueroa Street,Suite 200,Los Angeles,CA,90012,2013-14
914,"Street Poets, Inc.",Music,"7,600 ",2116 Arlington Avenue,#310,Los Angeles,CA,90018,2013-14
915,Symphonic Jazz Orchestra,Music,"3,800 ",P.O. Box 1421,,Culver City,CA,90232,2013-14
916,TAIKOPROJECT,Multi-disciplinary,"6,650 ",PO Box 825,,Monterey Park,CA,91754,2013-14
917,TAIKOPROJECT,Multi-disciplinary,"4,750 ",PO Box 825,,Monterey Park,CA,91754,2013-14
918,Thai Community Arts and Cultural Center,Traditional/Folk,"2,570 ",P.O. Box 2105,,Venice,CA,90294-2105,2013-14
919,Theatre Movement Bazaar Inc,Theatre,"5,700 ",16442 Gilmore St.,,Lake Balboa,CA,91406,2013-14
920,Theatre of Hearts Inc,Multi-disciplinary,"9,500 ",672 S. La Fayette Park Place,Suite 47,Los Angeles,CA,90057,2013-14
921,"Tia Chucha's Centro Cultural, Inc.",Multi-disciplinary,"6,940 ",13197- A Gladstone Avenue,,Sylmar,CA,91342,2013-14
922,"Tia Chucha's Centro Cultural, Inc.",Multi-disciplinary,"7,600 ",13197- A Gladstone Avenue,,Sylmar,CA,91342,2013-14
923,Unusual Suspects Theatre Co.,Theatre,"9,500 ",617 S. Olive Street,# 812,Los Angeles,CA,90014,2013-14
924,Valley Cultural Center,Music,"5,700 ",21550 Oxnard Street,Suite 470,Woodland Hills,CA,91367,2013-14
925,Valley Cultural Center,Music,"5,700 ",21550 Oxnard Street,Suite 470,Woodland Hills,CA,91367,2013-14
926,Velaslavasay Panorama,Multi-disciplinary,"6,000 ",1122 West 24th St,,Los Angeles,CA,90007,2013-14
927,Velaslavasay Panorama,Multi-disciplinary,"4,750 ",1122 W. 24th Street,,Los Angeles,CA,90007-1724,2013-14
928,Venice Arts,Media,"12,830 ",1702 Lincoln Blvd,,Venice,CA,90291,2013-14
929,Viver Brasil Dance Company,Dance,"5,700 ",2141 N. Gower Street,,Los Angeles,CA,90068,2013-14
930,Vox Femina Los Angeles,Music,"6,650 ",3341 Caroline Avenue,,Culver City,CA,90232,2013-14
931,Watts Village Theater Company,Theatre,"6,650 ",PO Box 72715,,Los Angeles,CA,90002,2013-14
932,Will Geer Theatricum Botanicum,Theatre,"5,700 ",P.O. Box 1222,,Topanga,CA,90290,2013-14
933,Women in Film,Media,"7,600 ",6100 Wilshire Boulevard,Suite 710,Los Angeles,CA,90048,2013-14
934,Wordsville Inc,Literature,"5,230 ",1705 N. Commonwealth Avenue,#8,Los Angeles,CA,90027,2013-14
935,"Wulf, The",Multi-disciplinary,"3,330 ",1026 S. Santa Fe Avenue,#203,Los Angeles,CA,90021,2013-14
936,Young Storytellers Foundation,Theatre,"7,650 ",923 E 3rd St,Ste 307,Los Angeles,CA,90013,2013-14
937,Zocalo Public Square,Culture/History,"5,510 ",5042 Wilshire Boulevard,,Los Angeles,CA,90036,2013-14
938,24th St Theatre Company,Theatre,"5,320 ",1117 W. 24th Street,,Los Angeles,CA,90007,2014-15
939,826LA,Literature,"20,000 ",1714 W. Sunset Boulevard,,Los Angeles,CA,90026,2014-15
940,A Window Between Worlds,Visual/Design,"21,000 ",710 4th Avenue,#5,Venice,CA,90291,2014-15
941,About Productions,Theatre,"3,280 ",145 N. Raymond Avenue,,Pasadena,CA,91103-3921,2014-15
942,Academy for New Musical Theatre Inc.,Theatre,"6,000 ",5628 Vineland Avenue,,North Hollywood,CA,91601,2014-15
943,Academy Foundation,Media,"21,000 ",8949 Wilshire Blvd,,Beverly Hills,CA,90211,2014-15
944,"Actors' Gang, Inc",Theatre,"8,160 ",9070 Venice Boulevard,,Culver City,CA,90232-2305,2014-15
945,Afro-American Chamber Music Society,Music,"2,280 ",3500 W. Manchester Boulevard,Unit 83,Inglewood,CA,90305,2014-15
946,Alliance of Women Filmmakers,Media,"3,600 ",1317 N. San Fernando Blvd,#340,Burbank,CA,91504,2014-15
947,Anani Cultural Healing Arts Center,Multi-disciplinary,"1,520 ",3644 104th Street,,Inglewood,CA,90303,2014-15
948,Angeles Chorale,Music,"4,560 ",20929 Ventura Blvd,Ste 47-120,Woodland Hills,CA,91364-2334,2014-15
949,Angels Gate Cultural Center,Visual/Design,"12,000 ",3601 S. Gaffey Street,,San Pedro,CA,90731,2014-15
950,"Antaeus Company, The",Theatre,"3,040 ",5114 Lankershim Boulevard,,North Hollywood,CA,91601,2014-15
951,Armand Hammer Museum of Art and Cultural Center Inc.,Visual/Design,"22,000 ",10899 Wilshire Boulevard,,Los Angeles,CA,90024,2014-15
952,Armory Center for the Arts,Visual/Design,"7,900 ",145 N. Raymond Ave,,Pasadena,CA,91103,2014-15
953,Armory Center for the Arts,Visual/Design,"10,500 ",145 N. Raymond Ave,,Pasadena,CA,91103,2014-15
954,"Arroyo Arts Collective, The",Visual/Design,"3,424 ",P O Box 50835,,Los Angeles,CA,90050,2014-15
955,"Art of Elysium, The",Visual/Design,"16,300 ",3278 Wilshire Boulevard,Penthouse,Los Angeles,CA,90010,2014-15
956,Artist Consortium,Dance,"1,300 ",1869 Marney Ave.,,Los Angeles,CA,90032,2014-15
957,Arts and Services for Disabled Incorporated,Visual/Design,"16,300 ",3626 E. Pacific Coast Highway,,Long Beach,CA,90804,2014-15
958,Arts for LA,Business Management & Arts Advocacy,"8,000 ","1149 S Hill Street, H-100",,Los Angeles,CA,90015,2014-15
959,Association for the Advancement of Filipino American Arts & Culture,Multi-disciplinary,"5,704 ",760 S. Westmoreland Avenue,Suite 266,Los Angeles,CA,90005-1409,2014-15
960,Automata Arts,Multi-disciplinary,"3,800 ",504 Chung King Court,,Los Angeles,CA,90012,2014-15
961,Autry National Center of the American West,Theatre,"14,600 ",4700 Western Heritage Way,,Los Angeles,CA,90027-1462,2014-15
962,"Avenue 50 Studio, Inc.",Visual/Design,"5,160 ",131 N. Avenue 50,,Los Angeles,CA,90042,2014-15
963,"Barcid Foundation, The",Media,"1,440 ",1801 N Kingsley Dr,#102,Los Angeles,CA,90027,2014-15
964,Benita Bikes DanceArt Inc.,Dance,"2,664 ",10211 Sunland Boulevard,,Los Angeles,CA,91040,2014-15
965,Bethune Theatredanse,Multi-disciplinary,"5,320 ",3342 Barham Boulevard,,Los Angeles,CA,90068,2014-15
966,Beyond Baroque Foundation,Literature,"6,640 ",681 Venice Boulevard,,Venice,CA,90291,2014-15
967,"Blank Theatre Company, The",Theatre,"4,320 ",1301 Lucile Avenue,,Los Angeles,CA,90026-1519,2014-15
968,Body Weather Laboratory,Dance,"4,560 ",636 Millwood Avenue,,Venice,CA,90291,2014-15
969,"California EAR Unit Foundation, The",Music,"3,800 ",29654 Driver Avenue,,Castaic,CA,91384,2014-15
970,California Institute of the Arts,Multi-disciplinary,"44,000 ",24700 McBean Parkway,,Valencia,CA,91355,2014-15
971,"California Lawyers for the Arts, Inc.",Business Management & Arts Advocacy,"5,440 ",1641 18th Street,,Santa Monica,CA,90404,2014-15
972,"Center for Cultural Innovation, The",Business Management & Arts Advocacy,"27,000 ",244 S. San Pedro Street,#401,Los Angeles,CA,90012,2014-15
973,"Center for Cultural Innovation, The",Business Management & Arts Advocacy,"25,000 ",244 S. San Pedro Street,#401,Los Angeles,CA,90012,2014-15
974,Center for the Study of Political Graphics,Visual/Design,"8,640 ",3916 Sepulveda Blvd,Ste 104,Culver City,CA,90230,2014-15
975,Center Theatre Group of Los Angeles,Theatre,"13,600 ",601 W. Temple Street,,Los Angeles,CA,90012,2014-15
976,Chamber Music Palisades Inc,Music,"1,300 ",1043 Villa Grove Drive,,Pacific Palisades,CA,90272-3947,2014-15
977,"CicLAvia, Inc",Festivals/Parades,"14,000 ",3780 Wilshire Blvd,#1600,Los Angeles,CA,90010,2014-15
978,Circle X Theatre Co,Theatre,"5,320 ",3269 Casitas Ave,,Los Angeles,CA,90039,2014-15
979,Collage Dance Theatre,Dance,"10,500 ",2934 1/2 Beverly Glen Circle,#25,Los Angeles,CA,90077,2014-15
980,Collage Dance Theatre,Dance,"5,320 ",2934 1/2 Beverly Glen Circle,#25,Los Angeles,CA,90077,2014-15
981,Community Partners (fbo Emerging Arts Leaders/Los Angeles,Business Management & Arts Advocacy,"1,600 ",1000 N. Alameda St,Ste 240,Los Angeles,CA,90012,2014-15
982,Community Partners (fbo Ethiopian Community Development Center,Festivals/Parades,"2,400 ",1000 N. Alameda St,Suite 240,Los Angeles,CA,90012,2014-15
983,Community Partners (fbo LA Commons),Multi-disciplinary,"13,500 ",1000 N. Alameda Street,Suite 240,Los Angeles,CA,90012,2014-15
984,Community Partners (fbo LA Commons),Multi-disciplinary,"5,472 ",1000 N. Alameda Street,Suite 240,Los Angeles,CA,90012,2014-15
985,Community Partners (fbo LA Commons),Multi-disciplinary,"3,800 ",1000 N. Alameda Street,Suite 240,Los Angeles,CA,90012,2014-15
986,Community Partners (fbo WriteGirl),Literature,"13,880 ",1000 N. Alamada Street,Suite 240,Los Angeles,CA,90012,2014-15
987,"Company of Angels, Inc.",Theatre,"5,320 ",PO BOX 3480,,Los Angeles,CA,90078,2014-15
988,Cornerstone Theater Company Inc,Theatre,"13,500 ",708 Traction Avenue,,Los Angeles,CA,90013,2014-15
989,Cornerstone Theater Company Inc,Theatre,"16,400 ",708 Traction Avenue,,Los Angeles,CA,90013,2014-15
990,Craft and Folk Art Museum,Traditional/Folk,"9,000 ",5814 Wilshire Blvd.,,Los Angeles,CA,90036,2014-15
991,CRE Outreach Foundation Inc,Theatre,"6,080 ",11777 San Vicente Blvd,Ste 502,Los Angeles,CA,90049,2014-15
992,Crescendo Young Musicians Guild,Music,"1,300 ",525 S. berendo St,Unit 203,Los Angeles,CA,90020,2014-15
993,"Cultural Heritage Foundation, Inc.",Culture/History,"6,520 ",3800 Homer Street,,Los Angeles,CA,90031-1530,2014-15
994,Culture Shock Los Angeles Dance Troupe,Dance,"4,560 ",4029 Pacific Avenue,#7,San Pedro,CA,90731,2014-15
995,"Da Camera Society of Mount St. Mary's College, The",Music,"7,600 ",10 Chester Place,,Los Angeles,CA,90007,2014-15
996,Dance Camera West,Media,"3,760 ",2934 1/2 Beverly Glen Circle,#292,Los Angeles,CA,90077-1724,2014-15
997,"Dance Resource Center of Greater Los Angeles, The",Business Management & Arts Advocacy,"7,000 ",Post Office Box 41092,,Los Angeles,CA,90042,2014-15
998,Dance Studio Showtime - Katusha,Traditional/Folk,"3,800 ",8037 Limerick Ave,,Winnetka,CA,91306,2014-15
999,Dance Studio Showtime - Katusha,Traditional/Folk,"2,480 ",8037 Limerick Ave,,Winnetka,CA,91306,2014-15
1000,Dancessence Inc,Dance,"1,300 ",911 9th Street,#206,Santa Monica,CA,90403,2014-15
1001,"DanceWorks, Inc.",Business Management & Arts Advocacy,"4,000 ",3201-B S. La Cienega,,Los Angeles,CA,90016,2014-15
1002,"Deaf West Theatre Company, Inc.",Theatre,"8,360 ",5114 Lankeshim Boulevard,,North Hollywood,CA,91601,2014-15
1003,Diavolo Dance Theatre,Dance,"12,000 ",616 Moulton Avenue,,Los Angeles,CA,90031,2014-15
1004,Eagle Rock Cultural Association,Multi-disciplinary,"5,704 ",2225 Colorado Boulevard,,Los Angeles,CA,90041,2014-15
1005,Eagle Rock Cultural Association,Multi-disciplinary,"7,600 ",2225 Colorado Boulevard,,Los Angeles,CA,90041,2014-15
1006,"East-West Players, Inc.",Theatre,"8,200 ",120 N. Judge John Aiso Street,,Los Angeles,CA,90012-3859,2014-15
1007,Ebony Repertory Theatre,Multi-disciplinary,"6,240 ",4718 W. Washington Boulevard,,Los Angeles,CA,90016,2014-15
1008,Echo Park Film Center,Media,"11,600 ",1200 N. Alvarado Street,,Los Angeles,CA,90026,2014-15
1009,EngAGE Inc.,Multi-disciplinary,"13,680 ",240 E. Verdugo Avenue,,Burbank,CA,91502,2014-15
1010,Enrichment Works,Theatre,"4,408 ",5605 Woodman Ave,Ste 207,Valley Glen,CA,91401,2014-15
1011,Ensemble Studio Theatre The L A Project,Theatre,"5,704 ",137 N. Larchmont Blvd,#134,Los Angeles,CA,90004,2014-15
1012,ETC Theatre Company Inc,Theatre,"1,300 ",10374 Cheviot Dr,,Los Angeles,CA,90064,2014-15
1013,ETM-LA Inc,Music,"6,840 ",847 N. Hollywood Way,#206,Burbank,CA,91505,2014-15
1014,Film Independent Inc.,Media,"22,000 ",9911 W. Pico Boulevard,11th Floor,Los Angeles,CA,90035,2014-15
1015,"Filmforum, Inc.",Media,"9,600 ",143 N. Commonwealth Avenue,#3,Los Angeles,CA,90004,2014-15
1016,Flights of Fantasy Media Company,Theatre,"2,048 ",8048 Le Berthon St,,Sunland,CA,91040,2014-15
1017,Floricanto Dance Theatre,Dance,"2,664 ",2758 E. Orange Grove Boulevard,,Pasadena,CA,91007,2014-15
1018,Ford Theatre Foundation,Multi-disciplinary,"6,080 ",2580 Cahuenga Boulevard East,,Hollywood,CA,90068,2014-15
1019,Fountain Theatre,Theatre,"6,840 ",5060 Fountain Avenue,,Los Angeles,CA,90029-1422,2014-15
1020,Francisco Martinez Dancetheatre,Dance,"2,664 ",6723 Matilija Avenue,,Valley Glen,CA,91405,2014-15
1021,Friends of McGroarty Cultural Arts Center,Multi-disciplinary,"6,080 ",7570 McGroarty Terrace,,Tujunga,CA,91042,2014-15
1022,Friends of McGroarty Cultural Arts Center,Multi-disciplinary,"12,160 ",7570 McGroarty Terrace,,Tujunga,CA,91042,2014-15
1023,Friends of the Chinese American Museum,Culture/History,"7,600 ",425 N. Los Angeles Street,,Los Angeles,CA,90012-2980,2014-15
1024,Friends of the Chinese American Museum,Culture/History,"12,320 ",425 N. Los Angeles Street,,Los Angeles,CA,90012-2980,2014-15
1025,Friends of the Family,Festivals/Parades,"3,000 ",15350 Sherman Way,Suite #140,Van Nuys,CA,91406,2014-15
1026,Friends of the Levitt Pavilion - MacArthur Park,Music,"4,560 ",1499 Huntington Drive,Suite 305,South Pasadena,CA,91030,2014-15
1027,Friends The Foundation of the California African-American Museum,Multi-disciplinary,"6,200 ",600 State Drive,,Los Angeles,CA,90037,2014-15
1028,Future Roots Inc.,Music,"3,424 ",4519 Santa Monica Blvd.,,Los Angeles,CA,90029,2014-15
1029,Gabrielino/Tongva Springs Foundation,Traditional/Folk,"2,400 ",P.O. Box 642043,,Los Angeles,CA,90064-2043,2014-15
1030,"Gabriella Foundation, The",Dance,"9,200 ","3010 Wilshire Blvd., #79",,Los Angeles,CA,90010-1103,2014-15
1031,Gay Mens Chorus of Los Angeles,Music,"6,840 ",9056 Santa Monica Blvd,Ste 300,West Hollywood,CA,90069-5545,2014-15
1032,"Geffen Playhouse, Inc.",Theatre,"18,300 ",10886 Le Conte Avenue,,Los Angeles,CA,90024,2014-15
1033,Get Lit Words Ignite,Literature,"12,240 ",142 N Hayworth Ave,,Los Angeles,CA,90048,2014-15
1034,Ghost Road Company,Theatre,"1,600 ",P.O. Box 2323,,Culver City,CA,90230,2014-15
1035,Golden State Pops Orchestra / Friends of the GSPO,Music,"3,424 ",383 W. 6th Street,Unit 4,San Pedro,CA,90731,2014-15
1036,GRAMMY Museum Foundation Inc,Music,"7,600 ",800 West Olympic Blvd,Ste #A245,Los Angeles,CA,90015,2014-15
1037,Granada Chamber of Commerce,Festivals/Parades,"3,040 ",17723 Chatsworth Street,,Granada Hills,CA,91344,2014-15
1038,Grand Performances,Multi-disciplinary,"14,500 ",350 S. Grand Avenue,,Los Angeles,CA,90071,2014-15
1039,Grand Vision Foundation,Multi-disciplinary,"4,560 ",434 W. 6th Street,,San Pedro,CA,90731,2014-15
1040,Greenway Arts Alliance Inc,Theatre,"6,840 ",544 N. Fairfax Avenue,,Los Angeles,CA,90036,2014-15
1041,H E Art Project dba artworxLA,Multi-disciplinary,"13,208 ",1140 N. Citrus Avenue,,Los Angeles,CA,90038,2014-15
1042,"Harmony Project, The",Music,"14,500 ",817 N. Vine Street,#204,Los Angeles,CA,90038,2014-15
1043,Hatchery Arts,Multi-disciplinary,"5,704 ",P.O. Box 93325,,Hollywood,CA,90093,2014-15
1044,Heal One World,Media,"1,600 ",3503 W. Pico Blvd,,Los Angeles,CA,90019,2014-15
1045,Heroes of Life,Festivals/Parades,"2,280 ",11243 Glenoaks Boulevard,Suite 7,Pacoima,CA,91331,2014-15
1046,Hollywood Arts Council,Multi-disciplinary,"5,320 ",6671 Sunset Boulevard,Suite 1502,Hollywood,CA,90028,2014-15
1047,Hollywood Arts Council,Multi-disciplinary,"3,800 ",6671 Sunset Boulevard,Suite 1502,Hollywood,CA,90028,2014-15
1048,"Imagination Workshop Inc, The",Theatre,"4,944 ","c/o UCLA Semel Institute, 760 Westwood Plaza",Suite C8-151,Los Angeles,CA,90024,2014-15
1049,INCA the Peruvian Music & Dance Ensemble,Music,"4,944 ",POB 39813,,Los Angeles,CA,90039,2014-15
1050,"Independent Shakespeare Co Inc, The",Theatre,"4,560 ",9800 D - Topanga Canyon Blvd.,Suite 168,Topanga Canyon,CA,91311,2014-15
1051,Indian Film Festival of Los Angeles,Media,"4,600 ",5225 Wilshire Boulevard,Suite 417,Los Angeles,CA,90036,2014-15
1052,"Industry Productions Inc, The",Music,"5,600 ",846 1/2 Sanborn Ave,,Los Angeles,CA,90029,2014-15
1053,Inner-City Arts,Multi-disciplinary,"16,000 ",720 Kohler Street,,Los Angeles,CA,90021,2014-15
1054,Interact Theatre Company,Theatre,"4,944 ",P.O. Box 349,,North Hollywood,CA,91603-0349,2014-15
1055,International Documentary,Media,"15,000 ",3470 Wilshrie Blvd,Ste 380,Los Angeles,CA,90010,2014-15
1056,International Eye Los Angeles,Multi-disciplinary,"5,472 ",7381 La Tijera Boulevard,# 1034,Los Angeles,CA,90045,2014-15
1057,Jabberwocky Theatre Company,Theatre,"4,560 ",5041 West Pico Blvd,,Los Angeles,CA,90019,2014-15
1058,Japanese American Cultural and Community Center,Media,"14,500 ",244 S. San Pedro Street,#505,Los Angeles,CA,90012,2014-15
1059,Japanese American National Museum,Culture/History,"22,000 ",369 E. First Street,,Los Angeles,CA,90012,2014-15
1060,Jazz Bakery Performance Network,Music,"6,400 ",1836 Benedict Canyon Dr,,Beverly Hills,CA,90210,2014-15
1061,"Jazz Tap Ensemble, Inc., The",Dance,"5,320 ",1416 Westwood Boulevard,,Los Angeles,CA,90024,2014-15
1062,Justice by Uniting in Creative Energy,Multi-disciplinary,"1,920 ",P.O. Box 17837,,Los Angeles,CA,90017,2014-15
1063,Kadima Conservatory of Music Inc,Music,"1,300 ",14023 Chandler Blvd,,Sherman Oaks,CA,91401,2014-15
1064,KCET Community Television of Southern California,Media,"22,100 ",2900 West Alameda Ave.,,Burbank,CA,91505,2014-15
1065,Keith Glassman Dance & Performance,Dance,"1,300 ",6306 Tipton Way,,Los Angeles,CA,90042,2014-15
1066,Keshet Chaim Dancers,Dance,"1,440 ",4155 Dixie Canyon Avenue,,Sherman Oaks,CA,91423,2014-15
1067,Kodo Arts Sphere America,Traditional/Folk,"3,600 ",P.O. Box 662064,,Los Angeles,CA,90066,2014-15
1068,Kwanzaa Heritage Foundation,Festivals/Parades,"5,400 ",1260 1/2 W 51st. Street,,Los Angeles,CA,90037,2014-15
1069,L A Freewaves,Media,"4,400 ",6522 Hollywood Boulevard,,Los Angeles,CA,90028,2014-15
