#,Applicant Name,Discipline ,Allocation,Mailing Address,MA Part 2,Mail City,Mail State,Mail Zip,Fiscal Year
1506,Ebony Repertory Theatre,Multidisciplinary,"5,896 ",4718 W. Washington Boulevard,,Los Angeles,CA,90016,2016-17
1507,Echo Park Film Center,Media,"11,000 ",1200 N. Alvarado Street,,Los Angeles,CA,90026,2016-17
1508,El Centro Del Pueblo,Festivals/Parades,"4,330 ",1157 Lemoyne St,,Los Angeles,CA,90026,2016-17
1509,El Rescate,Festivals/Parades,"5,080 ",PO Box 57036,,Los Angeles,CA,90057,2016-17
1510,Electric Lodge,Multidisciplinary,"8,610 ",1416 Electric Ave,,Los Angeles,CA,90291,2016-17
1511,EngAGE Inc.,Multidisciplinary,"32,960 ",240 E. Verdugo Avenue,,Burbank,CA,91502,2016-17
1512,Enrichment Works,Theatre,"7,980 ",5605 Woodman Ave,Ste 207,Valley Glen,CA,91401,2016-17
1513,Esperanza Community Housing Corporation,Festivals/Parades,"8,610 ",3655 S Grand Ave,,Los Angeles,CA,90007,2016-17
1514,ETC Theatre Company Inc,Theatre,"3,570 ",10374 Cheviot Dr,,Los Angeles,CA,90064,2016-17
1515,ETM-LA Inc,Music,"21,460 ",2501 W Burbank Blvd,Ste 301,Burbank,CA,91505,2016-17
1516,Fierce Backbone,Theatre,"4,330 ",5419 Hollywood Blvd,Ste C-118,Los Angeles,CA,90027,2016-17
1517,Filipino American Symphony Orchestra,Music,"3,970 ",6621 Denny Ave,,North Hollywood,CA,91606,2016-17
1518,Film Independent Inc.,Media,"31,500 ",9911 W. Pico Boulevard,11th Floor,Los Angeles,CA,90035,2016-17
1519,"Filmforum, Inc.",Media,"14,000 ",6522 Hollywood Blvd,,Los Angeles,CA,90028,2016-17
1520,Flights of Fantasy Media Company,Theatre,"8,110 ",8048 Le Berthon St,,Sunland,CA,91040,2016-17
1521,Floricanto Dance Theatre,Dance,"7,350 ",2758 E. Orange Grove Boulevard,,Pasadena,CA,91007,2016-17
1522,Ford Theatre Foundation,Multidisciplinary,"30,920 ",2580 Cahuenga Boulevard East,,Hollywood,CA,90068,2016-17
1523,Foundation of the Neo-Renaissance,Music,"2,560 ",2704 Armstrong Ave,,Los Angeles,CA,90039,2016-17
1524,Fountain Theatre,Theatre,"10,500 ",5060 Fountain Avenue,,Los Angeles,CA,90029-1422,2016-17
1525,Free Arts for Abused Children,Multidisciplinary,"3,410 ",5301 Beethoven St,Ste 102,Los Angeles,CA,90068,2016-17
1526,Free Arts for Abused Children,Multidisciplinary,"8,500 ",5301 Beethoven St,Ste 102,Los Angeles,CA,90068,2016-17
1527,Friends of McGroarty Cultural Arts Center,Multidisciplinary,"8,960 ",7570 McGroarty Terrace,,Tujunga,CA,91042,2016-17
1528,Friends of McGroarty Cultural Arts Center,Multidisciplinary,"16,500 ",7570 McGroarty Terrace,,Tujunga,CA,91042,2016-17
1529,Friends of the Chinese American Museum,Culture/History,"6,000 ",125 Paseo de la Plaza,#  300,Los Angeles,CA,90012,2016-17
1530,Friends of the Chinese American Museum,Culture/History,"9,870 ",125 Paseo de la Plaza,#  300,Los Angeles,CA,90012,2016-17
1531,Friends of the Levitt Pavilion - Greater Los Angeles & Pasadena,Music,"12,000 ",1499 Huntington Drive,Suite 305,South Pasadena,CA,91030,2016-17
1532,Friends of the Levitt Pavilion - Greater Los Angeles & Pasadena,Music,"16,170 ",1499 Huntington Drive,Suite 305,South Pasadena,CA,91030,2016-17
1533,Future Roots Inc.,Music,"9,620 ",4519 Santa Monica Blvd.,,Los Angeles,CA,90029,2016-17
1534,Gabrielino/Tongva Springs Foundation,Traditional/Folk,"1,200 ",P.O. Box 642043,,Los Angeles,CA,90064-2043,2016-17
1535,"Gabriella Foundation, The",Dance,"16,580 ","3010 Wilshire Blvd., #79",,Los Angeles,CA,90010-1103,2016-17
1536,"Geffen Playhouse, Inc.",Theatre,"41,780 ",10886 Le Conte Avenue,,Los Angeles,CA,90024,2016-17
1537,Get Lit Words Ignite,Literature,"15,700 ",672 S La Fayette Park Pl,#30,Los Angeles,CA,90057,2016-17
1538,Ghost Road Company,Theatre,"4,830 ",5549 Village Green,,Los Angeles,CA,90016,2016-17
1539,Giving Music,Music,"3,150 ",623 Sunnyhill Dr,,Los Angeles,CA,90065,2016-17
1540,Global Girl Media,Media,"6,100 ",4203 Jackson Ave,,Culver City,CA,90232,2016-17
1541,Golden State Pops Orchestra / Friends of the GSPO,Music,"3,760 ",383 W. 6th Street,Unit 4,San Pedro,CA,90731,2016-17
1542,Granada Chamber of Commerce,Festivals/Parades,"7,350 ",17723 Chatsworth Street,,Granada Hills,CA,91344,2016-17
1543,Grand Performances,Multidisciplinary,"20,000 ",350 S. Grand Avenue,,Los Angeles,CA,90071,2016-17
1544,Grand Performances,Multidisciplinary,"34,220 ",350 S. Grand Avenue,,Los Angeles,CA,90071,2016-17
1545,Grand Vision Foundation,Multidisciplinary,"6,340 ",434 W. 6th Street,,San Pedro,CA,90731,2016-17
1546,Grandeza Mexicana Folk Ballet Company,Dance,"6,090 ",12717 S. Budlong Avenue,,Gardena,CA,90247,2016-17
1547,"Great Leap, Incorporated",Multidisciplinary,"4,700 ",1730 W. Olympic Blvd,Ste 300,Los Angeles,CA,90015,2016-17
1548,Greenway Arts Alliance Inc,Theatre,"9,240 ",544 N. Fairfax Avenue,,Los Angeles,CA,90036,2016-17
1549,H E Art Project dba artworxLA,Multidisciplinary,"30,440 ",1140 N. Citrus Avenue,,Los Angeles,CA,90038,2016-17
1550,"Harmony Project, The",Music,"19,100 ",817 N. Vine Street,#204,Los Angeles,CA,90038,2016-17
1551,Hatchery Arts,Multidisciplinary,"13,650 ",P.O. Box 93325,,Hollywood,CA,90093,2016-17
1552,Hear Now Music Festival,Music,"3,630 ",4209 Via Arbolada,#231,Los Angeles,CA,90042,2016-17
1553,Highland Park Chamber of Commerce,Festivals/Parades,"4,830 ",1270 N Ave 50,,Los Angeles,CA,90042,2016-17
1554,HNDP,Music,"2,310 ",2420 Langdale Ave,,Los Angeles,CA,90041,2016-17
1555,Hollywood Arts Council,Multidisciplinary,"6,090 ",PO Box 931056,,Hollywood,CA,90093,2016-17
1556,Hollywood Arts Council,Multidisciplinary,"8,360 ",PO Box 931056,,Hollywood,CA,90093,2016-17
1557,Hollywood Master Chorale,Music,"2,720 ",P.O. Box 461135,,West Hollywood,CA,90046,2016-17
1558,Human Resources LA Inc,Visual/Design,"4,830 ",410 Cottage Home St,,Los Angeles,CA,90012,2016-17
1559,"Imagination Workshop Inc, The",Theatre,"7,860 ","c/o UCLA Semel Institute, 760 Westwood Plaza",Suite C8-151,Los Angeles,CA,90024,2016-17
1560,INCA the Peruvian Music & Dance Ensemble,Music,"6,090 ",POB 39813,,Los Angeles,CA,90039,2016-17
1561,"Independent Shakespeare Co Inc, The",Theatre,"14,910 ",3191 Casitas Ave,#168,Los Angeles,CA,90039,2016-17
1562,Indian Film Festival of Los Angeles,Media,"6,100 ",5225 Wilshire Boulevard,Suite 417,Los Angeles,CA,90036,2016-17
1563,"Industry Productions Inc, The",Music,"12,390 ",PO Box 291726,,Los Angeles,CA,90029,2016-17
1564,Inner-City Arts,Multidisciplinary,"22,880 ",720 Kohler Street,,Los Angeles,CA,90021,2016-17
1565,Interact Theatre Company,Theatre,"7,600 ",P.O. Box 349,,North Hollywood,CA,91603-0349,2016-17
1566,International Documentary,Media,"20,400 ",3470 Wilshire Blvd,Ste 980,Los Angeles,CA,90010,2016-17
1567,International Eye Los Angeles,Multidisciplinary,"4,830 ",7381 La Tijera Boulevard,# 1034,Los Angeles,CA,90045,2016-17
1568,Invertigo Dance Theatre,Dance,"6,720 ",12934 McCune Ave,,Los Angeles,CA,90066,2016-17
1569,Jabberwocky Theatre Company,Theatre,"10,380 ",12405 Venice Blvd,#153,Los Angeles,CA,90066,2016-17
1570,Japanese American Cultural and Community Center,Media,"19,900 ",244 S. San Pedro Street,#505,Los Angeles,CA,90012,2016-17
1571,Japanese American National Museum,Culture/History,"31,000 ",369 E. First Street,,Los Angeles,CA,90012,2016-17
1572,"Jazz Bakery Performance Space, The",Music,"8,110 ",1836 Benedict Canyon Dr,,Beverly Hills,CA,90210,2016-17
1573,"Jazzantiqua, Inc",Dance,"2,610 ",1529 1/2 S. bedford St,,Los Angeles,CA,90035,2016-17
1574,Justice by Uniting in Creative Energy,Multidisciplinary,"4,200 ",P.O. Box 17837,,Los Angeles,CA,90017,2016-17
1575,Kadima Conservatory of Music Inc,Music,"5,840 ",14023 Chandler Blvd,,Sherman Oaks,CA,91401,2016-17
1576,KCETLink,Media,"33,360 ",2900 West Alameda Ave.,,Burbank,CA,91505,2016-17
1577,Kings and Clowns Inc,Multidisciplinary,"3,410 ",13841 Hawthorne Blvd,,Hawthorne,CA,90250,2016-17
1578,Kodo Arts Sphere America,Traditional/Folk,"4,800 ",P.O. Box 662064,,Los Angeles,CA,90066,2016-17
1579,Kwanzaa Heritage Foundation,Festivals/Parades,"6,720 ",1260 1/2 W 51st. Street,,Los Angeles,CA,90037,2016-17
1580,L A Freewaves,Media,"7,500 ",6522 Hollywood Boulevard,,Los Angeles,CA,90028,2016-17
1581,L A Stage Alliance,Business Management & Arts Advocacy,"13,800 ",PO Box 811908,,Los Angeles,CA,90081,2016-17
1582,LA Contemporary Dance,Dance,"5,200 ",4470 W. Sunset Blvd.,#553,Los Angeles,CA,90027,2016-17
1583,LA Theatre Works,Multidisciplinary,"16,580 ",681 Venice Boulevard,,Venice,CA,90291-4805,2016-17
1584,Lambda Literary Foundation,Literature,"7,860 ",5482 Wilshire Blvd #1595,,Los Angeles,CA,90036,2016-17
1585,Latin-American Cinemateca of Los Angeles,Media,"5,530 ",3714 Griffin Avenue,,Los Angeles,CA,90031,2016-17
1586,Latino Arts Network Inc,Business Management & Arts Advocacy,"3,350 ",1443 E. Washington Blvd,#224,Pasadena,CA,91104,2016-17
1587,Latino Theater Company,Theatre,"7,760 ",514 S. Spring Street,,Los Angeles,CA,90013,2016-17
1588,Launch Productions Inc,Multidisciplinary,"10,120 ",5858 Wilshrie Blvd,Ste 205,Los Angeles,CA,90036,2016-17
1589,LAXART,Visual/Design,"16,000 ",7000 Santa Monica Blvd,,Los Angeles,CA,90038,2016-17
1590,Light Bringer Project,Multidisciplinary,"8,600 ",99 S. Raymond Ave.,Suite 407,Pasadena,CA,91105,2016-17
1591,Lineage Dance Company,Dance,"3,570 ",89 S Fair Oaks Ave,,Pasadena,CA,91105,2016-17
1592,Los Angeles Art Association,Visual/Design,"9,000 ",825 N. La Cienega Boulevard,,Los Angeles,CA,90069,2016-17
1593,"Los Angeles Chambers Orchestra Society, Inc., The",Music,"15,100 ",350 S. Figueroa Street,Suite 183,Los Angeles,CA,90071,2016-17
1594,"Los Angeles Choreographers & Dancers, Inc.",Dance,"6,200 ",351 S. Virgil Avenue,,Los Angeles,CA,90020-1315,2016-17
1595,"Los Angeles Choreographers & Dancers, Inc.",Dance,"6,200 ",351 S. Virgil Avenue,,Los Angeles,CA,90020-1315,2016-17
1596,"Los Angeles Contemporary Exhibitions, Inc.",Visual/Design,"10,800 ",6522 Hollywood Boulevard,,Los Angeles,CA,90028,2016-17
1597,Los Angeles County Museum of Natural History Foundation,Culture/History,"19,100 ",900 Exposition Blvd,,Los Angeles,CA,90007,2016-17
1598,Los Angeles Downtown Arts District Space,Business Management & Arts Advocacy,"3,480 ",215 S. Santa Fe Ave,#8,Los Angeles,CA,90012,2016-17
1599,"Los Angeles Forum for Architecture and Urban Design, The",Visual/Design,"4,300 ",P.O. Box 291774,,Los Angeles,CA,90029,2016-17
1600,Los Angeles Jazz Society,Music,"6,090 ",5903 Noble Avenue,,Van Nuys,CA,91411,2016-17
1601,Los Angeles Jewish Symphony,Music,"8,200 ",17455 La Cuesta Lane,,Encino,CA,91316-3900,2016-17
1602,Los Angeles Master Chorale Association,Music,"27,920 ",135 N. Grand Avenue,,Los Angeles,CA,90012-3013,2016-17
1603,Los Angeles Nomadic Division,Multidisciplinary,"13,000 ",8033 Sunset Blvd.,#455,Los Angeles,CA,90046,2016-17
1604,Los Angeles Opera Company,Music,"53,120 ",135 N. Grand Avenue,,Los Angeles,CA,90012,2016-17
1605,Los Angeles Philharmonic Association,Music,"55,640 ",151 S. Grand Avenue,,Los Angeles,CA,90012,2016-17
1606,Los Angeles Poverty Department,Theatre,"9,870 ",POB 26190,,Los Angeles,CA,90026-0190,2016-17
1607,Los Angeles Poverty Department,Theatre,"10,250 ",POB 26190,,Los Angeles,CA,90026-0190,2016-17
1608,"Los Angeles Theatre Academy, Inc",Theatre,"7,730 ",1544 N Boylston St.,,Los Angeles,CA,90012,2016-17
1609,Los Angeles Theatresports,Theatre,"8,610 ",1727 N Vermont #211,,Los Angeles,CA,90027,2016-17
1610,Los Angeles Womens Theatre Festival,Multidisciplinary,"4,830 ",11411 Cumpston Street,#204,North Hollywood,CA,91604,2016-17
1611,Lula Washington Contemporary Dance Foundation,Dance,"14,910 ",3773 Crenshaw Boulevard,,Los Angeles,CA,90016,2016-17
1612,Luminario Ballet of Los Angeles,Dance,"4,830 ",11625 Texas Ave,#203,Los Angeles,CA,90025,2016-17
1613,Lummis Day Community Foundation Inc,Festivals/Parades,"7,100 ",1109 Oneonta Drive,,Los Angeles,CA,90065,2016-17
1614,Machine Project,Multidisciplinary,"4,980 ",1200-D Alvarado Street,,Los Angeles,CA,90026,2016-17
1615,Main Street Canoga Park,Festivals/Parades,"4,200 ",7108 Remmet Ave,,Canoga Park,CA,91303,2016-17
1616,Mariachi Plaza Festival Foundation,Festivals/Parades,"7,800 ",5271 E. Beverly Blvd,,East Los Angeles,CA,90022,2016-17
1617,Metropolitan Master Chorale,Music,"4,450 ",P.O. Box 481318,,Los Angeles,CA,90048,2016-17
1618,Muae Publishing,Literature,"7,000 ",3620 S Vermont Ave KAP 462,c/o USC ASE,Los Angeles,CA,90089,2016-17
1619,"Mural Conservancy, The",Culture/History,"5,900 ",155 W. Washington Blvd,Ste G6,Los Angeles,CA,90015,2016-17
1620,Museum Associates,Visual/Design,"38,300 ",5905 Wilshire Boulevard,,Los Angeles,CA,90036,2016-17
1621,"Museum of Contemporary Art, Los Angeles",Visual/Design,"30,000 ",250 S. Grand Avenue,,Los Angeles,CA,90012,2016-17
1622,Museum of Jurassic Technology,Visual/Design,"5,340 ",9341 Venice Boulevard,,Los Angeles,CA,90232,2016-17
1623,"Music Circle, The",Traditional/Folk,"7,000 ",625 S. Madison Avenue,,Pasadena,CA,91106,2016-17
1624,Musical Theatre Guild,Theatre,"6,340 ",12424 Wilshire Boulevard,Ste. 115,Los Angeles,CA,90019,2016-17
1625,MUSYCA,Music,"5,780 ",10110 Melinda Wat,#5,Northridge,CA,91325,2016-17
1626,National Association of Latino Independent Producers Inc,Business Management & Arts Advocacy,"21,600 ",1642 Westwood,302,Los Angeles,CA,90024,2016-17
1627,Network of Myanmar American Association,Media,"3,400 ",2168 S Atlantic Blvd,Ste 230,Monterey Park,CA,91754,2016-17
1628,Nisei Week Foundation,Festivals/Parades,"6,090 ",244 S. San Pedro Street,Suite #303,Los Angeles,CA,90012,2016-17
1629,"Odyssey Theatre Foundation, The",Theatre,"12,390 ",2055 S. Sepulveda Boulevard,,Los Angeles,CA,90025,2016-17
1630,Olvera Street Merchants Association Foundation,Festivals/Parades,"7,980 ",W-10 Olvera St,,Los Angeles,CA,90012,2016-17
1631,"Open Fist Theatre Company, Inc., The",Theatre,"3,140 ",6209 Santa Monica Boulevard,,Los Angeles,CA,90038,2016-17
1632,OperaWorks Inc,Music,"3,610 ",11862 Balboa Blvd,PMB #391,Granada Hills,CA,91344-2753,2016-17
1633,"Other Side of the Hill Productions Inc., The",Theatre,"8,610 ",5108 Lankershim Boulevard,,North Hollywood,CA,91601,2016-17
1634,Otis School of Art and Design,Visual/Design,"24,800 ",9045 Lincoln Boulevard,,Los Angeles,CA,90045,2016-17
1635,Outfest,Media,"32,500 ",3470 Wilshire Blvd,Suite 935,Los Angeles,CA,90010,2016-17
1636,P.S. Arts,Multidisciplinary,"9,020 ",6701 Center Dr W,Ste 550,Los Angeles,CA,90045,2016-17
1637,Pacific Opera Project,Music,"3,980 ",6216 Annan Way,,Los Angeles,CA,90042,2016-17
1638,"Pan African Film Festival, The",Multidisciplinary,"11,380 ",6820 La Tijera Blvd,Ste 200,Los Angeles,CA,90045,2016-17
1639,PEN Center USA West,Literature,"16,000 ",P.O. Box 6037,,Beverly Hills,CA,90212,2016-17
1640,Performing Arts Center of Los Angeles County,Multidisciplinary,"48,080 ",135 N. Grand Avenue,,Los Angeles,CA,90012,2016-17
1641,Piano Spheres,Music,"2,720 ",3001 Maxwell Street,,Los Angeles,CA,90027,2016-17
1642,Piece By Piece,Visual/Design,"10,300 ",1317 E. 7th St,,Los Angeles,CA,90021,2016-17
1643,Playwright's Arena,Theatre,"3,140 ",514 S. Spring St.,,Los Angeles,CA,90013,2016-17
1644,"Plaza de la Raza, Inc",Multidisciplinary,"4,770 ",3540 N. Mission Road,,Los Angeles,CA,90031-3135,2016-17
1645,"Plaza de la Raza, Inc",Multidisciplinary,"7,980 ",3540 N. Mission Road,,Los Angeles,CA,90031-3135,2016-17
1646,Polish American Film Society,Media,"6,600 ",7726 Ethel Avenue,,North Hollywood,CA,91605,2016-17
1647,Pony Box Dance Theatre,Dance,"3,950 ",7009 East Keynote St.,,Long Beach,CA,90808,2016-17
1648,Project X Foundation for Art and Criticism,Visual/Design,"8,300 ",PO Box 41-437,,Los Angeles,CA,90041,2016-17
1649,Rampart Theater Project Inc,Theatre,"8,990 ",2220 W Beverly Boulevard,,Los Angeles,CA,90057,2016-17
1650,Razorcake/Gorsky Press Inc,Multidisciplinary,"3,320 ",P.O. Box 42129,,Los Angeles,CA,90042-0129,2016-17
1651,Red Nation Celebration,Multidisciplinary,"3,110 ",9420 Reseda Boulevard,#352,Northridge,CA,91324-2974,2016-17
1652,Rhapsody in Taps Incorporated,Dance,"5,590 ",4812 Matney Avenue,,Long Beach,CA,90807-1228,2016-17
1653,Robey Theater Company,Theatre,"7,350 ",514 S. Spring Street,,Los Angeles,CA,90013-2304,2016-17
1654,Rogue Artists Ensemble,Theatre,"7,350 ",1219 W 91ST ST,,Los Angeles,CA,90044-2005,2016-17
1655,Rosanna Gamson/World Wide Inc.,Dance,"3,570 ",343 Laveta Terrace,,Los Angeles,CA,90026,2016-17
1656,Ryman Carroll Foundation,Visual/Design,"23,400 ",1933 S Broadway St,"11th Flr, Ste 1138",Los Angeles,CA,90007,2016-17
1657,"Sacred Fools Theater, The",Theatre,"4,960 ",660 N. Heliotrope Dr.,,Los Angeles,CA,90004,2016-17
1658,San Fernando Valley Youth Chorus,Music,"5,460 ",22700 Sherman Way,,Canoga Park,CA,91307,2016-17
1659,San Pedro City Ballet,Dance,"4,580 ",1231 Pacific Avenue,,San Pedro,CA,90731,2016-17
1660,Santa Cecilia Opera and Orchestra Association,Music,"13,150 ",2759 W. Broadway,,Los Angeles,CA,90041,2016-17
1661,Screamfest Horror Film Festival,Media,"5,500 ",8840 Wilshire Blvd,,Beverly Hills,CA,90211,2016-17
1662,"Self-Help Graphics and Arts, Inc.",Visual/Design,"5,000 ",1300 East First St,,Boyle Heights,CA,90033,2016-17
1663,Shakespeare by the Sea,Theatre,"9,120 ",777 Center Street,,San Pedro,CA,90731,2016-17
1664,"Shakespeare Center of Los Angeles Inc, The",Theatre,"35,480 ",1238 W. 1st Street,,Los Angeles,CA,90026,2016-17
1665,Show Box LA,Dance,"5,460 ",1060 S. Ogden Dr.,#2,Los Angeles,CA,90019,2016-17
1666,SINERGIA Theatre Group-Grupo de Teatro SINERGIA,Theatre,"3,350 ",2332 W. 4th Street,,Los Angeles,CA,90057-2702,2016-17
1667,Skirball Cultural Center,Music,"35,480 ",2701 N. Sepulveda Boulevard,,Los Angeles,CA,90049,2016-17
1668,Skylight Theatre Company,Theatre,"3,570 ",1816 1/2 Vermont Ave,,Los Angeles,CA,90027,2016-17
1669,Social and Public Art Resource Center,Visual/Design,"14,500 ",685 Venice Blvd,,Venice,CA,90291,2016-17
1670,Society for the Activation of Social Space through Art and Sound,Music,"3,070 ",P.O. Box 50386,,Los Angeles,CA,90050,2016-17
1671,Son of Semele Ensemble Inc,Theatre,"5,080 ",3301 Beverly Boulevard,,Los Angeles,CA,90004,2016-17
1672,"South Bay Chamber Music Society, Inc.",Music,"3,700 ",Box 2313,,Palos Verdes Peninsula,CA,90274,2016-17
1673,South Bay Contemporary,Visual/Design,"3,700 ",550 Deep Valley Dr,,Rolling Hills Estates,CA,90274,2016-17
1674,South Robertson Neighborhoods Council,Festivals/Parades,"4,580 ",1836 1/2 Robertson Boulevard,,Los Angeles,CA,90035-4338,2016-17
1675,Southern California Center for Non-Profit Management,Business Management & Arts Advocacy,"33,800 ",1000 N. Alameda St,Ste 250,Los Angeles,CA,90012,2016-17
1676,Southern California Institute of Architecture,Visual/Design,"13,000 ",960 E. 3rd Street,,Los Angeles,CA,90013,2016-17
1677,Southland Sings,Music,"6,090 ",450 Tocino Drive,,Duarte,CA,91010,2016-17
1678,Stage of the Arts Inc,Festivals/Parades,"4,580 ",4423 1/2 Santa Monica Blvd,,Los Angeles,CA,90029,2016-17
1679,"Street Poets, Inc.",Music,"8,610 ",2116 Arlington Avenue,#310,Los Angeles,CA,90018,2016-17
1680,Ta Yer,Multidisciplinary,"5,200 ",1416 N. Garfield Avenue,,Pasadena,CA,91104,2016-17
1681,TAIKOPROJECT,Multidisciplinary,"16,700 ",505 E. 3rd St,,Los Angeles,CA,90013,2016-17
1682,TeAda Productions,Multidisciplinary,"7,860 ",522 Wilshire Boulevard,Suite H,Santa Monica,CA,90401,2016-17
1683,Thai Community Arts and Cultural Center,Traditional/Folk,"3,800 ",P.O. Box 2105,,Venice,CA,90294-2105,2016-17
1684,Theatre Movement Bazaar Inc,Theatre,"3,770 ",16442 Gilmore St.,,Lake Balboa,CA,91406,2016-17
1685,"Theatre West, Inc.",Theatre,"10,120 ",3333 Cahuenga Boulevard West,,Los Angeles,CA,90068,2016-17
1686,"Tia Chucha's Centro Cultural, Inc.",Multidisciplinary,"6,970 ",13197- A Gladstone Avenue,,Sylmar,CA,91342,2016-17
1687,"Tia Chucha's Centro Cultural, Inc.",Multidisciplinary,"8,230 ",13197- A Gladstone Avenue,,Sylmar,CA,91342,2016-17
1688,Unusual Suspects Theatre Co,Theatre,"22,470 ",3719 Verdugo Rd,,Los Angeles,CA,90065,2016-17
1689,Valley Cultural Center,Music,"7,860 ",21550 Oxnard Street,Suite 470,Woodland Hills,CA,91367,2016-17
1690,Valley Cultural Center,Music,"8,360 ",21550 Oxnard Street,Suite 470,Woodland Hills,CA,91367,2016-17
1691,Velaslavasay Panorama,Multidisciplinary,"6,600 ",1122 W. 24th Street,,Los Angeles,CA,90007-1724,2016-17
1692,Venice Arts,Media,"22,000 ",1702 Lincoln Blvd,,Venice,CA,90291,2016-17
1693,Vineyard Touring Opera Company,Music,"2,390 ",PO Box 995,,Claremont,CA,91711,2016-17
1694,Visual Communications Media,Media,"20,200 ",120 Judge John Aiso Street,,Los Angeles,CA,90012,2016-17
1695,Viver Brasil Dance Company,Dance,"9,240 ",2141 N. Gower Street,,Los Angeles,CA,90068,2016-17
1696,Vox Femina Los Angeles,Music,"6,200 ",3341 Caroline Avenue,,Culver City,CA,90232,2016-17
